# Motion State
# Angle Units : degrees
# Time        	centreOfRotation	centreOfMass	rotation	velocity	omega
0.052         	(0.000000e+00 2.559010e-01 0.000000e+00)	(0.000000e+00 2.559010e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.754985e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.054         	(0.000000e+00 2.653912e-01 0.000000e+00)	(0.000000e+00 2.653912e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.735156e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.056         	(0.000000e+00 2.748409e-01 0.000000e+00)	(0.000000e+00 2.748409e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.714577e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.058         	(0.000000e+00 2.842487e-01 0.000000e+00)	(0.000000e+00 2.842487e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.693249e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.06          	(0.000000e+00 2.936132e-01 0.000000e+00)	(0.000000e+00 2.936132e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.671177e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.062         	(0.000000e+00 3.029327e-01 0.000000e+00)	(0.000000e+00 3.029327e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.648364e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.064         	(0.000000e+00 3.122059e-01 0.000000e+00)	(0.000000e+00 3.122059e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.624813e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.066         	(0.000000e+00 3.214312e-01 0.000000e+00)	(0.000000e+00 3.214312e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.600529e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.068         	(0.000000e+00 3.306073e-01 0.000000e+00)	(0.000000e+00 3.306073e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.575514e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.07          	(0.000000e+00 3.397326e-01 0.000000e+00)	(0.000000e+00 3.397326e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.549772e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.072         	(0.000000e+00 3.488056e-01 0.000000e+00)	(0.000000e+00 3.488056e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.523308e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.074         	(0.000000e+00 3.578251e-01 0.000000e+00)	(0.000000e+00 3.578251e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.496126e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.076         	(0.000000e+00 3.667894e-01 0.000000e+00)	(0.000000e+00 3.667894e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.468229e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.078         	(0.000000e+00 3.756973e-01 0.000000e+00)	(0.000000e+00 3.756973e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.439623e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.08          	(0.000000e+00 3.845472e-01 0.000000e+00)	(0.000000e+00 3.845472e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.410310e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.082         	(0.000000e+00 3.933378e-01 0.000000e+00)	(0.000000e+00 3.933378e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.380297e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.084         	(0.000000e+00 4.020677e-01 0.000000e+00)	(0.000000e+00 4.020677e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.349587e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.086         	(0.000000e+00 4.107355e-01 0.000000e+00)	(0.000000e+00 4.107355e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.318186e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.088         	(0.000000e+00 4.193398e-01 0.000000e+00)	(0.000000e+00 4.193398e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.286098e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.09          	(0.000000e+00 4.278792e-01 0.000000e+00)	(0.000000e+00 4.278792e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.253328e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.092         	(0.000000e+00 4.363524e-01 0.000000e+00)	(0.000000e+00 4.363524e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.219881e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.094         	(0.000000e+00 4.447580e-01 0.000000e+00)	(0.000000e+00 4.447580e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.185763e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.096         	(0.000000e+00 4.530948e-01 0.000000e+00)	(0.000000e+00 4.530948e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.150978e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.098         	(0.000000e+00 4.613613e-01 0.000000e+00)	(0.000000e+00 4.613613e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.115532e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.1           	(0.000000e+00 4.695562e-01 0.000000e+00)	(0.000000e+00 4.695562e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.079431e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.102         	(0.000000e+00 4.776784e-01 0.000000e+00)	(0.000000e+00 4.776784e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.042679e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.104         	(0.000000e+00 4.857263e-01 0.000000e+00)	(0.000000e+00 4.857263e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.005284e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.106         	(0.000000e+00 4.936989e-01 0.000000e+00)	(0.000000e+00 4.936989e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.967250e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.108         	(0.000000e+00 5.015947e-01 0.000000e+00)	(0.000000e+00 5.015947e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.928584e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.11          	(0.000000e+00 5.094126e-01 0.000000e+00)	(0.000000e+00 5.094126e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.889292e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.112         	(0.000000e+00 5.171512e-01 0.000000e+00)	(0.000000e+00 5.171512e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.849379e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.114         	(0.000000e+00 5.248095e-01 0.000000e+00)	(0.000000e+00 5.248095e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.808852e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.116         	(0.000000e+00 5.323860e-01 0.000000e+00)	(0.000000e+00 5.323860e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.767717e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.118         	(0.000000e+00 5.398797e-01 0.000000e+00)	(0.000000e+00 5.398797e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.725980e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.12          	(0.000000e+00 5.472894e-01 0.000000e+00)	(0.000000e+00 5.472894e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.683649e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.122         	(0.000000e+00 5.546137e-01 0.000000e+00)	(0.000000e+00 5.546137e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.640729e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.124         	(0.000000e+00 5.618517e-01 0.000000e+00)	(0.000000e+00 5.618517e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.597228e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.126         	(0.000000e+00 5.690021e-01 0.000000e+00)	(0.000000e+00 5.690021e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.553151e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.128         	(0.000000e+00 5.760637e-01 0.000000e+00)	(0.000000e+00 5.760637e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.508507e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.13          	(0.000000e+00 5.830355e-01 0.000000e+00)	(0.000000e+00 5.830355e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.463302e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.132         	(0.000000e+00 5.899164e-01 0.000000e+00)	(0.000000e+00 5.899164e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.417542e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.134         	(0.000000e+00 5.967052e-01 0.000000e+00)	(0.000000e+00 5.967052e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.371236e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.136         	(0.000000e+00 6.034008e-01 0.000000e+00)	(0.000000e+00 6.034008e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.324390e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.138         	(0.000000e+00 6.100022e-01 0.000000e+00)	(0.000000e+00 6.100022e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.277012e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.14          	(0.000000e+00 6.165083e-01 0.000000e+00)	(0.000000e+00 6.165083e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.229109e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.142         	(0.000000e+00 6.229181e-01 0.000000e+00)	(0.000000e+00 6.229181e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.180688e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.144         	(0.000000e+00 6.292306e-01 0.000000e+00)	(0.000000e+00 6.292306e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.131757e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.146         	(0.000000e+00 6.354446e-01 0.000000e+00)	(0.000000e+00 6.354446e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.082324e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.148         	(0.000000e+00 6.415594e-01 0.000000e+00)	(0.000000e+00 6.415594e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.032397e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.15          	(0.000000e+00 6.475737e-01 0.000000e+00)	(0.000000e+00 6.475737e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.981983e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.152         	(0.000000e+00 6.534868e-01 0.000000e+00)	(0.000000e+00 6.534868e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.931090e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.154         	(0.000000e+00 6.592976e-01 0.000000e+00)	(0.000000e+00 6.592976e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.879726e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.156         	(0.000000e+00 6.650053e-01 0.000000e+00)	(0.000000e+00 6.650053e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.827900e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.158         	(0.000000e+00 6.706088e-01 0.000000e+00)	(0.000000e+00 6.706088e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.775618e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.16          	(0.000000e+00 6.761073e-01 0.000000e+00)	(0.000000e+00 6.761073e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.722890e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.162         	(0.000000e+00 6.814999e-01 0.000000e+00)	(0.000000e+00 6.814999e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.669724e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.164         	(0.000000e+00 6.867858e-01 0.000000e+00)	(0.000000e+00 6.867858e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.616128e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.166         	(0.000000e+00 6.919640e-01 0.000000e+00)	(0.000000e+00 6.919640e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.562110e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.168         	(0.000000e+00 6.970338e-01 0.000000e+00)	(0.000000e+00 6.970338e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.507679e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.17          	(0.000000e+00 7.019943e-01 0.000000e+00)	(0.000000e+00 7.019943e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.452844e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.172         	(0.000000e+00 7.068448e-01 0.000000e+00)	(0.000000e+00 7.068448e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.397612e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.174         	(0.000000e+00 7.115844e-01 0.000000e+00)	(0.000000e+00 7.115844e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.341994e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.176         	(0.000000e+00 7.162124e-01 0.000000e+00)	(0.000000e+00 7.162124e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.285996e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.178         	(0.000000e+00 7.207280e-01 0.000000e+00)	(0.000000e+00 7.207280e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.229629e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.18          	(0.000000e+00 7.251305e-01 0.000000e+00)	(0.000000e+00 7.251305e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.172901e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.182         	(0.000000e+00 7.294192e-01 0.000000e+00)	(0.000000e+00 7.294192e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.115821e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.184         	(0.000000e+00 7.335934e-01 0.000000e+00)	(0.000000e+00 7.335934e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.058398e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.186         	(0.000000e+00 7.376525e-01 0.000000e+00)	(0.000000e+00 7.376525e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.000640e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.188         	(0.000000e+00 7.415957e-01 0.000000e+00)	(0.000000e+00 7.415957e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.942558e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.19          	(0.000000e+00 7.454224e-01 0.000000e+00)	(0.000000e+00 7.454224e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.884159e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.192         	(0.000000e+00 7.491320e-01 0.000000e+00)	(0.000000e+00 7.491320e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.825454e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.194         	(0.000000e+00 7.527239e-01 0.000000e+00)	(0.000000e+00 7.527239e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.766452e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.196         	(0.000000e+00 7.561975e-01 0.000000e+00)	(0.000000e+00 7.561975e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.707161e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.198         	(0.000000e+00 7.595523e-01 0.000000e+00)	(0.000000e+00 7.595523e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.647591e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.2           	(0.000000e+00 7.627876e-01 0.000000e+00)	(0.000000e+00 7.627876e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.587751e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.202         	(0.000000e+00 7.659030e-01 0.000000e+00)	(0.000000e+00 7.659030e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.527652e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.204         	(0.000000e+00 7.688980e-01 0.000000e+00)	(0.000000e+00 7.688980e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.467302e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
