# Motion State
# Angle Units : degrees
# Time        	centreOfRotation	centreOfMass	rotation	velocity	omega
1.962         	(0.000000e+00 -1.881409e-01 0.000000e+00)	(0.000000e+00 -1.881409e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.858255e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1.964         	(0.000000e+00 -1.784096e-01 0.000000e+00)	(0.000000e+00 -1.784096e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.872725e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1.966         	(0.000000e+00 -1.686500e-01 0.000000e+00)	(0.000000e+00 -1.686500e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.886427e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1.968         	(0.000000e+00 -1.588638e-01 0.000000e+00)	(0.000000e+00 -1.588638e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.899356e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1.97          	(0.000000e+00 -1.490526e-01 0.000000e+00)	(0.000000e+00 -1.490526e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.911513e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1.972         	(0.000000e+00 -1.392178e-01 0.000000e+00)	(0.000000e+00 -1.392178e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.922893e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1.974         	(0.000000e+00 -1.293610e-01 0.000000e+00)	(0.000000e+00 -1.293610e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.933496e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1.976         	(0.000000e+00 -1.194838e-01 0.000000e+00)	(0.000000e+00 -1.194838e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.943320e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1.978         	(0.000000e+00 -1.095877e-01 0.000000e+00)	(0.000000e+00 -1.095877e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.952363e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1.98          	(0.000000e+00 -9.967436e-02 0.000000e+00)	(0.000000e+00 -9.967436e-02 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.960625e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1.982         	(0.000000e+00 -8.974524e-02 0.000000e+00)	(0.000000e+00 -8.974524e-02 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.968103e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1.984         	(0.000000e+00 -7.980195e-02 0.000000e+00)	(0.000000e+00 -7.980195e-02 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.974796e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1.986         	(0.000000e+00 -6.984605e-02 0.000000e+00)	(0.000000e+00 -6.984605e-02 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.980704e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1.988         	(0.000000e+00 -5.987913e-02 0.000000e+00)	(0.000000e+00 -5.987913e-02 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.985825e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1.99          	(0.000000e+00 -4.990275e-02 0.000000e+00)	(0.000000e+00 -4.990275e-02 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.990159e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1.992         	(0.000000e+00 -3.991849e-02 0.000000e+00)	(0.000000e+00 -3.991849e-02 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.993705e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1.994         	(0.000000e+00 -2.992793e-02 0.000000e+00)	(0.000000e+00 -2.992793e-02 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.996463e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1.996         	(0.000000e+00 -1.993264e-02 0.000000e+00)	(0.000000e+00 -1.993264e-02 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.998431e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1.998         	(0.000000e+00 -9.934205e-03 0.000000e+00)	(0.000000e+00 -9.934205e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.999610e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2             	(0.000000e+00 6.579983e-05 0.000000e+00)	(0.000000e+00 6.579983e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.000000e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.002         	(0.000000e+00 1.006579e-02 0.000000e+00)	(0.000000e+00 1.006579e-02 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.999600e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.004         	(0.000000e+00 2.006420e-02 0.000000e+00)	(0.000000e+00 2.006420e-02 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.998411e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.006         	(0.000000e+00 3.005944e-02 0.000000e+00)	(0.000000e+00 3.005944e-02 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.996432e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.008         	(0.000000e+00 4.004993e-02 0.000000e+00)	(0.000000e+00 4.004993e-02 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.993664e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.01          	(0.000000e+00 5.003409e-02 0.000000e+00)	(0.000000e+00 5.003409e-02 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.990108e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.012         	(0.000000e+00 6.001036e-02 0.000000e+00)	(0.000000e+00 6.001036e-02 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.985763e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.014         	(0.000000e+00 6.997714e-02 0.000000e+00)	(0.000000e+00 6.997714e-02 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.980631e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.016         	(0.000000e+00 7.993288e-02 0.000000e+00)	(0.000000e+00 7.993288e-02 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.974713e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.018         	(0.000000e+00 8.987600e-02 0.000000e+00)	(0.000000e+00 8.987600e-02 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.968009e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.02          	(0.000000e+00 9.980492e-02 0.000000e+00)	(0.000000e+00 9.980492e-02 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.960521e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.022         	(0.000000e+00 1.097181e-01 0.000000e+00)	(0.000000e+00 1.097181e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.952250e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.024         	(0.000000e+00 1.196139e-01 0.000000e+00)	(0.000000e+00 1.196139e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.943196e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.026         	(0.000000e+00 1.294909e-01 0.000000e+00)	(0.000000e+00 1.294909e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.933362e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.028         	(0.000000e+00 1.393474e-01 0.000000e+00)	(0.000000e+00 1.393474e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.922748e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.03          	(0.000000e+00 1.491819e-01 0.000000e+00)	(0.000000e+00 1.491819e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.911358e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.032         	(0.000000e+00 1.589928e-01 0.000000e+00)	(0.000000e+00 1.589928e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.899191e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.034         	(0.000000e+00 1.687786e-01 0.000000e+00)	(0.000000e+00 1.687786e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.886251e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.036         	(0.000000e+00 1.785378e-01 0.000000e+00)	(0.000000e+00 1.785378e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.872540e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.038         	(0.000000e+00 1.882688e-01 0.000000e+00)	(0.000000e+00 1.882688e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.858059e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.04          	(0.000000e+00 1.979700e-01 0.000000e+00)	(0.000000e+00 1.979700e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.842811e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.042         	(0.000000e+00 2.076400e-01 0.000000e+00)	(0.000000e+00 2.076400e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.826798e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.044         	(0.000000e+00 2.172772e-01 0.000000e+00)	(0.000000e+00 2.172772e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.810023e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.046         	(0.000000e+00 2.268801e-01 0.000000e+00)	(0.000000e+00 2.268801e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.792488e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.048         	(0.000000e+00 2.364472e-01 0.000000e+00)	(0.000000e+00 2.364472e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.774197e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.05          	(0.000000e+00 2.459769e-01 0.000000e+00)	(0.000000e+00 2.459769e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.755152e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.052         	(0.000000e+00 2.554678e-01 0.000000e+00)	(0.000000e+00 2.554678e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.735355e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.054         	(0.000000e+00 2.649183e-01 0.000000e+00)	(0.000000e+00 2.649183e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.714811e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.056         	(0.000000e+00 2.743270e-01 0.000000e+00)	(0.000000e+00 2.743270e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.693523e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.058         	(0.000000e+00 2.836924e-01 0.000000e+00)	(0.000000e+00 2.836924e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.671493e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.06          	(0.000000e+00 2.930130e-01 0.000000e+00)	(0.000000e+00 2.930130e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.648726e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.062         	(0.000000e+00 3.022873e-01 0.000000e+00)	(0.000000e+00 3.022873e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.625224e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.064         	(0.000000e+00 3.115139e-01 0.000000e+00)	(0.000000e+00 3.115139e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.600992e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.066         	(0.000000e+00 3.206913e-01 0.000000e+00)	(0.000000e+00 3.206913e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.576034e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.068         	(0.000000e+00 3.298180e-01 0.000000e+00)	(0.000000e+00 3.298180e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.550353e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.07          	(0.000000e+00 3.388927e-01 0.000000e+00)	(0.000000e+00 3.388927e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.523953e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.072         	(0.000000e+00 3.479139e-01 0.000000e+00)	(0.000000e+00 3.479139e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.496839e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.074         	(0.000000e+00 3.568801e-01 0.000000e+00)	(0.000000e+00 3.568801e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.469015e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.076         	(0.000000e+00 3.657899e-01 0.000000e+00)	(0.000000e+00 3.657899e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.440485e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.078         	(0.000000e+00 3.746420e-01 0.000000e+00)	(0.000000e+00 3.746420e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.411254e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.08          	(0.000000e+00 3.834349e-01 0.000000e+00)	(0.000000e+00 3.834349e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.381326e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.082         	(0.000000e+00 3.921673e-01 0.000000e+00)	(0.000000e+00 3.921673e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.350707e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.084         	(0.000000e+00 4.008378e-01 0.000000e+00)	(0.000000e+00 4.008378e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.319400e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.086         	(0.000000e+00 4.094449e-01 0.000000e+00)	(0.000000e+00 4.094449e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.287411e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.088         	(0.000000e+00 4.179874e-01 0.000000e+00)	(0.000000e+00 4.179874e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.254746e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.09          	(0.000000e+00 4.264639e-01 0.000000e+00)	(0.000000e+00 4.264639e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.221408e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.092         	(0.000000e+00 4.348730e-01 0.000000e+00)	(0.000000e+00 4.348730e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.187404e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.094         	(0.000000e+00 4.432135e-01 0.000000e+00)	(0.000000e+00 4.432135e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.152738e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.096         	(0.000000e+00 4.514840e-01 0.000000e+00)	(0.000000e+00 4.514840e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.117417e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.098         	(0.000000e+00 4.596832e-01 0.000000e+00)	(0.000000e+00 4.596832e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.081446e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.1           	(0.000000e+00 4.678098e-01 0.000000e+00)	(0.000000e+00 4.678098e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.044830e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.102         	(0.000000e+00 4.758625e-01 0.000000e+00)	(0.000000e+00 4.758625e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.007575e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.104         	(0.000000e+00 4.838401e-01 0.000000e+00)	(0.000000e+00 4.838401e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.969688e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.106         	(0.000000e+00 4.917412e-01 0.000000e+00)	(0.000000e+00 4.917412e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.931173e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.108         	(0.000000e+00 4.995648e-01 0.000000e+00)	(0.000000e+00 4.995648e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.892038e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.11          	(0.000000e+00 5.073094e-01 0.000000e+00)	(0.000000e+00 5.073094e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.852288e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.112         	(0.000000e+00 5.149739e-01 0.000000e+00)	(0.000000e+00 5.149739e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.811930e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.114         	(0.000000e+00 5.225571e-01 0.000000e+00)	(0.000000e+00 5.225571e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.770970e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.116         	(0.000000e+00 5.300578e-01 0.000000e+00)	(0.000000e+00 5.300578e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.729414e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.118         	(0.000000e+00 5.374748e-01 0.000000e+00)	(0.000000e+00 5.374748e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.687270e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.12          	(0.000000e+00 5.448069e-01 0.000000e+00)	(0.000000e+00 5.448069e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.644543e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.122         	(0.000000e+00 5.520529e-01 0.000000e+00)	(0.000000e+00 5.520529e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.601241e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.124         	(0.000000e+00 5.592118e-01 0.000000e+00)	(0.000000e+00 5.592118e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.557370e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.126         	(0.000000e+00 5.662824e-01 0.000000e+00)	(0.000000e+00 5.662824e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.512937e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.128         	(0.000000e+00 5.732636e-01 0.000000e+00)	(0.000000e+00 5.732636e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.467950e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.13          	(0.000000e+00 5.801542e-01 0.000000e+00)	(0.000000e+00 5.801542e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.422415e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.132         	(0.000000e+00 5.869532e-01 0.000000e+00)	(0.000000e+00 5.869532e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.376339e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.134         	(0.000000e+00 5.936596e-01 0.000000e+00)	(0.000000e+00 5.936596e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.329730e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.136         	(0.000000e+00 6.002722e-01 0.000000e+00)	(0.000000e+00 6.002722e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.282596e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.138         	(0.000000e+00 6.067900e-01 0.000000e+00)	(0.000000e+00 6.067900e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.234943e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.14          	(0.000000e+00 6.132119e-01 0.000000e+00)	(0.000000e+00 6.132119e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.186779e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.142         	(0.000000e+00 6.195371e-01 0.000000e+00)	(0.000000e+00 6.195371e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.138112e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.144         	(0.000000e+00 6.257644e-01 0.000000e+00)	(0.000000e+00 6.257644e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.088950e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.146         	(0.000000e+00 6.318929e-01 0.000000e+00)	(0.000000e+00 6.318929e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.039299e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.148         	(0.000000e+00 6.379216e-01 0.000000e+00)	(0.000000e+00 6.379216e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.989169e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.15          	(0.000000e+00 6.438496e-01 0.000000e+00)	(0.000000e+00 6.438496e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.938567e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.152         	(0.000000e+00 6.496758e-01 0.000000e+00)	(0.000000e+00 6.496758e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.887500e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.154         	(0.000000e+00 6.553996e-01 0.000000e+00)	(0.000000e+00 6.553996e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.835978e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.156         	(0.000000e+00 6.610198e-01 0.000000e+00)	(0.000000e+00 6.610198e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.784008e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.158         	(0.000000e+00 6.665356e-01 0.000000e+00)	(0.000000e+00 6.665356e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.731598e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.16          	(0.000000e+00 6.719462e-01 0.000000e+00)	(0.000000e+00 6.719462e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.678757e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.162         	(0.000000e+00 6.772506e-01 0.000000e+00)	(0.000000e+00 6.772506e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.625493e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.164         	(0.000000e+00 6.824481e-01 0.000000e+00)	(0.000000e+00 6.824481e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.571814e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.166         	(0.000000e+00 6.875379e-01 0.000000e+00)	(0.000000e+00 6.875379e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.517729e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
