# Motion State
# Angle Units : degrees
# Time        	centreOfRotation	centreOfMass	rotation	velocity	omega
0.864         	(0.000000e+00 -6.002125e-01 0.000000e+00)	(0.000000e+00 -6.002125e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.282962e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.865         	(0.000000e+00 -5.969177e-01 0.000000e+00)	(0.000000e+00 -5.969177e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.306593e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.866         	(0.000000e+00 -5.935993e-01 0.000000e+00)	(0.000000e+00 -5.935993e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.330093e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.867         	(0.000000e+00 -5.902575e-01 0.000000e+00)	(0.000000e+00 -5.902575e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.353461e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.868         	(0.000000e+00 -5.868924e-01 0.000000e+00)	(0.000000e+00 -5.868924e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.376697e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.869         	(0.000000e+00 -5.835041e-01 0.000000e+00)	(0.000000e+00 -5.835041e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.399800e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.87          	(0.000000e+00 -5.800928e-01 0.000000e+00)	(0.000000e+00 -5.800928e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.422768e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.871         	(0.000000e+00 -5.766585e-01 0.000000e+00)	(0.000000e+00 -5.766585e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.445602e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.872         	(0.000000e+00 -5.732016e-01 0.000000e+00)	(0.000000e+00 -5.732016e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.468299e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.873         	(0.000000e+00 -5.697219e-01 0.000000e+00)	(0.000000e+00 -5.697219e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.490859e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.874         	(0.000000e+00 -5.662198e-01 0.000000e+00)	(0.000000e+00 -5.662198e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.513282e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.875         	(0.000000e+00 -5.626954e-01 0.000000e+00)	(0.000000e+00 -5.626954e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.535566e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.876         	(0.000000e+00 -5.591487e-01 0.000000e+00)	(0.000000e+00 -5.591487e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.557710e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.877         	(0.000000e+00 -5.555800e-01 0.000000e+00)	(0.000000e+00 -5.555800e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.579714e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.878         	(0.000000e+00 -5.519893e-01 0.000000e+00)	(0.000000e+00 -5.519893e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.601577e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.879         	(0.000000e+00 -5.483768e-01 0.000000e+00)	(0.000000e+00 -5.483768e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.623297e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.88          	(0.000000e+00 -5.447427e-01 0.000000e+00)	(0.000000e+00 -5.447427e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.644874e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.881         	(0.000000e+00 -5.410871e-01 0.000000e+00)	(0.000000e+00 -5.410871e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.666308e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.882         	(0.000000e+00 -5.374101e-01 0.000000e+00)	(0.000000e+00 -5.374101e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.687596e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.883         	(0.000000e+00 -5.337119e-01 0.000000e+00)	(0.000000e+00 -5.337119e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.708739e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.884         	(0.000000e+00 -5.299926e-01 0.000000e+00)	(0.000000e+00 -5.299926e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.729736e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.885         	(0.000000e+00 -5.262524e-01 0.000000e+00)	(0.000000e+00 -5.262524e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.750586e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.886         	(0.000000e+00 -5.224914e-01 0.000000e+00)	(0.000000e+00 -5.224914e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.771287e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.887         	(0.000000e+00 -5.187098e-01 0.000000e+00)	(0.000000e+00 -5.187098e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.791839e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.888         	(0.000000e+00 -5.149077e-01 0.000000e+00)	(0.000000e+00 -5.149077e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.812242e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.889         	(0.000000e+00 -5.110853e-01 0.000000e+00)	(0.000000e+00 -5.110853e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.832495e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.89          	(0.000000e+00 -5.072428e-01 0.000000e+00)	(0.000000e+00 -5.072428e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.852596e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.891         	(0.000000e+00 -5.033801e-01 0.000000e+00)	(0.000000e+00 -5.033801e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.872544e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.892         	(0.000000e+00 -4.994977e-01 0.000000e+00)	(0.000000e+00 -4.994977e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.892340e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.893         	(0.000000e+00 -4.955955e-01 0.000000e+00)	(0.000000e+00 -4.955955e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.911983e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.894         	(0.000000e+00 -4.916737e-01 0.000000e+00)	(0.000000e+00 -4.916737e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.931471e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.895         	(0.000000e+00 -4.877325e-01 0.000000e+00)	(0.000000e+00 -4.877325e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.950803e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.896         	(0.000000e+00 -4.837721e-01 0.000000e+00)	(0.000000e+00 -4.837721e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.969980e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.897         	(0.000000e+00 -4.797926e-01 0.000000e+00)	(0.000000e+00 -4.797926e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.989000e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.898         	(0.000000e+00 -4.757941e-01 0.000000e+00)	(0.000000e+00 -4.757941e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.007863e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.899         	(0.000000e+00 -4.717768e-01 0.000000e+00)	(0.000000e+00 -4.717768e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.026567e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.9           	(0.000000e+00 -4.677410e-01 0.000000e+00)	(0.000000e+00 -4.677410e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.045112e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.901         	(0.000000e+00 -4.636866e-01 0.000000e+00)	(0.000000e+00 -4.636866e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.063498e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.902         	(0.000000e+00 -4.596140e-01 0.000000e+00)	(0.000000e+00 -4.596140e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.081723e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.903         	(0.000000e+00 -4.555232e-01 0.000000e+00)	(0.000000e+00 -4.555232e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.099787e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.904         	(0.000000e+00 -4.514144e-01 0.000000e+00)	(0.000000e+00 -4.514144e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.117689e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.905         	(0.000000e+00 -4.472878e-01 0.000000e+00)	(0.000000e+00 -4.472878e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.135429e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.906         	(0.000000e+00 -4.431435e-01 0.000000e+00)	(0.000000e+00 -4.431435e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.153006e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.907         	(0.000000e+00 -4.389818e-01 0.000000e+00)	(0.000000e+00 -4.389818e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.170418e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.908         	(0.000000e+00 -4.348027e-01 0.000000e+00)	(0.000000e+00 -4.348027e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.187666e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.909         	(0.000000e+00 -4.306064e-01 0.000000e+00)	(0.000000e+00 -4.306064e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.204748e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.91          	(0.000000e+00 -4.263932e-01 0.000000e+00)	(0.000000e+00 -4.263932e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.221665e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.911         	(0.000000e+00 -4.221631e-01 0.000000e+00)	(0.000000e+00 -4.221631e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.238415e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.912         	(0.000000e+00 -4.179164e-01 0.000000e+00)	(0.000000e+00 -4.179164e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.254997e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.913         	(0.000000e+00 -4.136531e-01 0.000000e+00)	(0.000000e+00 -4.136531e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.271412e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.914         	(0.000000e+00 -4.093735e-01 0.000000e+00)	(0.000000e+00 -4.093735e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.287658e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.915         	(0.000000e+00 -4.050778e-01 0.000000e+00)	(0.000000e+00 -4.050778e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.303734e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.916         	(0.000000e+00 -4.007661e-01 0.000000e+00)	(0.000000e+00 -4.007661e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.319641e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.917         	(0.000000e+00 -3.964385e-01 0.000000e+00)	(0.000000e+00 -3.964385e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.335377e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.918         	(0.000000e+00 -3.920953e-01 0.000000e+00)	(0.000000e+00 -3.920953e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.350942e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.919         	(0.000000e+00 -3.877366e-01 0.000000e+00)	(0.000000e+00 -3.877366e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.366335e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.92          	(0.000000e+00 -3.833627e-01 0.000000e+00)	(0.000000e+00 -3.833627e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.381556e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.921         	(0.000000e+00 -3.789735e-01 0.000000e+00)	(0.000000e+00 -3.789735e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.396604e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.922         	(0.000000e+00 -3.745694e-01 0.000000e+00)	(0.000000e+00 -3.745694e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.411479e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.923         	(0.000000e+00 -3.701506e-01 0.000000e+00)	(0.000000e+00 -3.701506e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.426179e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.924         	(0.000000e+00 -3.657171e-01 0.000000e+00)	(0.000000e+00 -3.657171e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.440704e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.925         	(0.000000e+00 -3.612692e-01 0.000000e+00)	(0.000000e+00 -3.612692e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.455054e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.926         	(0.000000e+00 -3.568070e-01 0.000000e+00)	(0.000000e+00 -3.568070e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.469229e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.927         	(0.000000e+00 -3.523307e-01 0.000000e+00)	(0.000000e+00 -3.523307e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.483226e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.928         	(0.000000e+00 -3.478405e-01 0.000000e+00)	(0.000000e+00 -3.478405e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.497047e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.929         	(0.000000e+00 -3.433366e-01 0.000000e+00)	(0.000000e+00 -3.433366e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.510691e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.93          	(0.000000e+00 -3.388191e-01 0.000000e+00)	(0.000000e+00 -3.388191e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.524156e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.931         	(0.000000e+00 -3.342883e-01 0.000000e+00)	(0.000000e+00 -3.342883e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.537442e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.932         	(0.000000e+00 -3.297443e-01 0.000000e+00)	(0.000000e+00 -3.297443e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.550550e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.933         	(0.000000e+00 -3.251872e-01 0.000000e+00)	(0.000000e+00 -3.251872e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.563478e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.934         	(0.000000e+00 -3.206173e-01 0.000000e+00)	(0.000000e+00 -3.206173e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.576225e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.935         	(0.000000e+00 -3.160348e-01 0.000000e+00)	(0.000000e+00 -3.160348e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.588792e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.936         	(0.000000e+00 -3.114397e-01 0.000000e+00)	(0.000000e+00 -3.114397e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.601178e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.937         	(0.000000e+00 -3.068324e-01 0.000000e+00)	(0.000000e+00 -3.068324e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.613382e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.938         	(0.000000e+00 -3.022130e-01 0.000000e+00)	(0.000000e+00 -3.022130e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.625404e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.939         	(0.000000e+00 -2.975816e-01 0.000000e+00)	(0.000000e+00 -2.975816e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.637244e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.94          	(0.000000e+00 -2.929385e-01 0.000000e+00)	(0.000000e+00 -2.929385e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.648900e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.941         	(0.000000e+00 -2.882838e-01 0.000000e+00)	(0.000000e+00 -2.882838e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.660373e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.942         	(0.000000e+00 -2.836177e-01 0.000000e+00)	(0.000000e+00 -2.836177e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.671662e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.943         	(0.000000e+00 -2.789405e-01 0.000000e+00)	(0.000000e+00 -2.789405e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.682767e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.944         	(0.000000e+00 -2.742522e-01 0.000000e+00)	(0.000000e+00 -2.742522e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.693686e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.945         	(0.000000e+00 -2.695531e-01 0.000000e+00)	(0.000000e+00 -2.695531e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.704420e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.946         	(0.000000e+00 -2.648433e-01 0.000000e+00)	(0.000000e+00 -2.648433e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.714969e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.947         	(0.000000e+00 -2.601232e-01 0.000000e+00)	(0.000000e+00 -2.601232e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.725331e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.948         	(0.000000e+00 -2.553927e-01 0.000000e+00)	(0.000000e+00 -2.553927e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.735507e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.949         	(0.000000e+00 -2.506521e-01 0.000000e+00)	(0.000000e+00 -2.506521e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.745496e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.95          	(0.000000e+00 -2.459017e-01 0.000000e+00)	(0.000000e+00 -2.459017e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.755298e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.951         	(0.000000e+00 -2.411415e-01 0.000000e+00)	(0.000000e+00 -2.411415e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.764912e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.952         	(0.000000e+00 -2.363719e-01 0.000000e+00)	(0.000000e+00 -2.363719e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.774337e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.953         	(0.000000e+00 -2.315929e-01 0.000000e+00)	(0.000000e+00 -2.315929e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.783575e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.954         	(0.000000e+00 -2.268047e-01 0.000000e+00)	(0.000000e+00 -2.268047e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.792623e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.955         	(0.000000e+00 -2.220076e-01 0.000000e+00)	(0.000000e+00 -2.220076e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.801482e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.956         	(0.000000e+00 -2.172018e-01 0.000000e+00)	(0.000000e+00 -2.172018e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.810152e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.957         	(0.000000e+00 -2.123873e-01 0.000000e+00)	(0.000000e+00 -2.123873e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.818632e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.958         	(0.000000e+00 -2.075645e-01 0.000000e+00)	(0.000000e+00 -2.075645e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.826921e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.959         	(0.000000e+00 -2.027335e-01 0.000000e+00)	(0.000000e+00 -2.027335e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.835020e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.96          	(0.000000e+00 -1.978945e-01 0.000000e+00)	(0.000000e+00 -1.978945e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.842928e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.961         	(0.000000e+00 -1.930476e-01 0.000000e+00)	(0.000000e+00 -1.930476e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.850645e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.962         	(0.000000e+00 -1.881932e-01 0.000000e+00)	(0.000000e+00 -1.881932e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.858170e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.963         	(0.000000e+00 -1.833313e-01 0.000000e+00)	(0.000000e+00 -1.833313e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.865504e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
0.964         	(0.000000e+00 -1.784622e-01 0.000000e+00)	(0.000000e+00 -1.784622e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.872646e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
