# Motion State
# Angle Units : degrees
# Time        	centreOfRotation	centreOfMass	rotation	velocity	omega
6.189         	(0.000000e+00 8.336943e-01 0.000000e+00)	(0.000000e+00 8.336943e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.132850e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.19          	(0.000000e+00 8.358107e-01 0.000000e+00)	(0.000000e+00 8.358107e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.099980e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.191         	(0.000000e+00 8.378942e-01 0.000000e+00)	(0.000000e+00 8.378942e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.067025e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.192         	(0.000000e+00 8.399447e-01 0.000000e+00)	(0.000000e+00 8.399447e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.033987e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.193         	(0.000000e+00 8.419621e-01 0.000000e+00)	(0.000000e+00 8.419621e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.000868e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.194         	(0.000000e+00 8.439464e-01 0.000000e+00)	(0.000000e+00 8.439464e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.967669e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.195         	(0.000000e+00 8.458974e-01 0.000000e+00)	(0.000000e+00 8.458974e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.934390e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.196         	(0.000000e+00 8.478151e-01 0.000000e+00)	(0.000000e+00 8.478151e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.901034e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.197         	(0.000000e+00 8.496994e-01 0.000000e+00)	(0.000000e+00 8.496994e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.867601e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.198         	(0.000000e+00 8.515503e-01 0.000000e+00)	(0.000000e+00 8.515503e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.834094e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.199         	(0.000000e+00 8.533676e-01 0.000000e+00)	(0.000000e+00 8.533676e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.800512e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.2           	(0.000000e+00 8.551513e-01 0.000000e+00)	(0.000000e+00 8.551513e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.766859e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.201         	(0.000000e+00 8.569013e-01 0.000000e+00)	(0.000000e+00 8.569013e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.733134e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.202         	(0.000000e+00 8.586175e-01 0.000000e+00)	(0.000000e+00 8.586175e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.699339e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.203         	(0.000000e+00 8.602999e-01 0.000000e+00)	(0.000000e+00 8.602999e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.665476e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.204         	(0.000000e+00 8.619484e-01 0.000000e+00)	(0.000000e+00 8.619484e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.631546e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.205         	(0.000000e+00 8.635630e-01 0.000000e+00)	(0.000000e+00 8.635630e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.597550e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.206         	(0.000000e+00 8.651435e-01 0.000000e+00)	(0.000000e+00 8.651435e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.563490e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.207         	(0.000000e+00 8.666899e-01 0.000000e+00)	(0.000000e+00 8.666899e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.529367e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.208         	(0.000000e+00 8.682022e-01 0.000000e+00)	(0.000000e+00 8.682022e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.495182e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.209         	(0.000000e+00 8.696803e-01 0.000000e+00)	(0.000000e+00 8.696803e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.460937e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.21          	(0.000000e+00 8.711241e-01 0.000000e+00)	(0.000000e+00 8.711241e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.426632e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.211         	(0.000000e+00 8.725335e-01 0.000000e+00)	(0.000000e+00 8.725335e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.392270e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.212         	(0.000000e+00 8.739086e-01 0.000000e+00)	(0.000000e+00 8.739086e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.357852e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.213         	(0.000000e+00 8.752492e-01 0.000000e+00)	(0.000000e+00 8.752492e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.323378e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.214         	(0.000000e+00 8.765553e-01 0.000000e+00)	(0.000000e+00 8.765553e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.288851e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.215         	(0.000000e+00 8.778269e-01 0.000000e+00)	(0.000000e+00 8.778269e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.254272e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.216         	(0.000000e+00 8.790638e-01 0.000000e+00)	(0.000000e+00 8.790638e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.219642e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.217         	(0.000000e+00 8.802661e-01 0.000000e+00)	(0.000000e+00 8.802661e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.184962e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.218         	(0.000000e+00 8.814337e-01 0.000000e+00)	(0.000000e+00 8.814337e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.150234e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.219         	(0.000000e+00 8.825666e-01 0.000000e+00)	(0.000000e+00 8.825666e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.115460e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.22          	(0.000000e+00 8.836646e-01 0.000000e+00)	(0.000000e+00 8.836646e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.080640e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.221         	(0.000000e+00 8.847278e-01 0.000000e+00)	(0.000000e+00 8.847278e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.045776e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.222         	(0.000000e+00 8.857561e-01 0.000000e+00)	(0.000000e+00 8.857561e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.010869e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.223         	(0.000000e+00 8.867495e-01 0.000000e+00)	(0.000000e+00 8.867495e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 9.759213e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.224         	(0.000000e+00 8.877080e-01 0.000000e+00)	(0.000000e+00 8.877080e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 9.409334e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.225         	(0.000000e+00 8.886314e-01 0.000000e+00)	(0.000000e+00 8.886314e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 9.059071e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.226         	(0.000000e+00 8.895198e-01 0.000000e+00)	(0.000000e+00 8.895198e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 8.708435e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.227         	(0.000000e+00 8.903731e-01 0.000000e+00)	(0.000000e+00 8.903731e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 8.357442e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.228         	(0.000000e+00 8.911912e-01 0.000000e+00)	(0.000000e+00 8.911912e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 8.006106e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.229         	(0.000000e+00 8.919743e-01 0.000000e+00)	(0.000000e+00 8.919743e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.654439e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.23          	(0.000000e+00 8.927221e-01 0.000000e+00)	(0.000000e+00 8.927221e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.302456e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.231         	(0.000000e+00 8.934347e-01 0.000000e+00)	(0.000000e+00 8.934347e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.950171e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.232         	(0.000000e+00 8.941121e-01 0.000000e+00)	(0.000000e+00 8.941121e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.597598e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.233         	(0.000000e+00 8.947542e-01 0.000000e+00)	(0.000000e+00 8.947542e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.244750e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.234         	(0.000000e+00 8.953611e-01 0.000000e+00)	(0.000000e+00 8.953611e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.891642e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.235         	(0.000000e+00 8.959326e-01 0.000000e+00)	(0.000000e+00 8.959326e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.538288e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.236         	(0.000000e+00 8.964687e-01 0.000000e+00)	(0.000000e+00 8.964687e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.184700e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.237         	(0.000000e+00 8.969695e-01 0.000000e+00)	(0.000000e+00 8.969695e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.830895e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.238         	(0.000000e+00 8.974349e-01 0.000000e+00)	(0.000000e+00 8.974349e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.476884e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.239         	(0.000000e+00 8.978649e-01 0.000000e+00)	(0.000000e+00 8.978649e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.122683e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.24          	(0.000000e+00 8.982594e-01 0.000000e+00)	(0.000000e+00 8.982594e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.768305e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.241         	(0.000000e+00 8.986185e-01 0.000000e+00)	(0.000000e+00 8.986185e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.413764e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.242         	(0.000000e+00 8.989421e-01 0.000000e+00)	(0.000000e+00 8.989421e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.059075e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.243         	(0.000000e+00 8.992303e-01 0.000000e+00)	(0.000000e+00 8.992303e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.704250e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.244         	(0.000000e+00 8.994830e-01 0.000000e+00)	(0.000000e+00 8.994830e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.349305e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.245         	(0.000000e+00 8.997002e-01 0.000000e+00)	(0.000000e+00 8.997002e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.994254e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.246         	(0.000000e+00 8.998818e-01 0.000000e+00)	(0.000000e+00 8.998818e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.639109e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.247         	(0.000000e+00 9.000280e-01 0.000000e+00)	(0.000000e+00 9.000280e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.283886e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.248         	(0.000000e+00 9.001386e-01 0.000000e+00)	(0.000000e+00 9.001386e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 9.285979e-02 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.249         	(0.000000e+00 9.002137e-01 0.000000e+00)	(0.000000e+00 9.002137e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.732593e-02 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.25          	(0.000000e+00 9.002533e-01 0.000000e+00)	(0.000000e+00 9.002533e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.178840e-02 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.251         	(0.000000e+00 9.002573e-01 0.000000e+00)	(0.000000e+00 9.002573e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.375139e-02 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.252         	(0.000000e+00 9.002258e-01 0.000000e+00)	(0.000000e+00 9.002258e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.929205e-02 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.253         	(0.000000e+00 9.001587e-01 0.000000e+00)	(0.000000e+00 9.001587e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -8.483216e-02 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.254         	(0.000000e+00 9.000561e-01 0.000000e+00)	(0.000000e+00 9.000561e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.203703e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.255         	(0.000000e+00 8.999180e-01 0.000000e+00)	(0.000000e+00 8.999180e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.559051e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.256         	(0.000000e+00 8.997443e-01 0.000000e+00)	(0.000000e+00 8.997443e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.914352e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.257         	(0.000000e+00 8.995351e-01 0.000000e+00)	(0.000000e+00 8.995351e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -2.269591e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.258         	(0.000000e+00 8.992904e-01 0.000000e+00)	(0.000000e+00 8.992904e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -2.624755e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.259         	(0.000000e+00 8.990101e-01 0.000000e+00)	(0.000000e+00 8.990101e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -2.979829e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.26          	(0.000000e+00 8.986944e-01 0.000000e+00)	(0.000000e+00 8.986944e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -3.334799e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.261         	(0.000000e+00 8.983432e-01 0.000000e+00)	(0.000000e+00 8.983432e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -3.689651e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.262         	(0.000000e+00 8.979565e-01 0.000000e+00)	(0.000000e+00 8.979565e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.044372e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.263         	(0.000000e+00 8.975343e-01 0.000000e+00)	(0.000000e+00 8.975343e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.398948e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.264         	(0.000000e+00 8.970767e-01 0.000000e+00)	(0.000000e+00 8.970767e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.753363e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.265         	(0.000000e+00 8.965837e-01 0.000000e+00)	(0.000000e+00 8.965837e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.107606e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.266         	(0.000000e+00 8.960552e-01 0.000000e+00)	(0.000000e+00 8.960552e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.461660e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.267         	(0.000000e+00 8.954913e-01 0.000000e+00)	(0.000000e+00 8.954913e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.815513e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.268         	(0.000000e+00 8.948921e-01 0.000000e+00)	(0.000000e+00 8.948921e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.169150e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.269         	(0.000000e+00 8.942575e-01 0.000000e+00)	(0.000000e+00 8.942575e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.522557e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.27          	(0.000000e+00 8.935876e-01 0.000000e+00)	(0.000000e+00 8.935876e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.875721e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.271         	(0.000000e+00 8.928824e-01 0.000000e+00)	(0.000000e+00 8.928824e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.228628e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.272         	(0.000000e+00 8.921419e-01 0.000000e+00)	(0.000000e+00 8.921419e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.581263e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.273         	(0.000000e+00 8.913661e-01 0.000000e+00)	(0.000000e+00 8.913661e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.933612e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.274         	(0.000000e+00 8.905552e-01 0.000000e+00)	(0.000000e+00 8.905552e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -8.285663e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.275         	(0.000000e+00 8.897090e-01 0.000000e+00)	(0.000000e+00 8.897090e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -8.637400e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.276         	(0.000000e+00 8.888277e-01 0.000000e+00)	(0.000000e+00 8.888277e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -8.988810e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.277         	(0.000000e+00 8.879113e-01 0.000000e+00)	(0.000000e+00 8.879113e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -9.339879e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.278         	(0.000000e+00 8.869598e-01 0.000000e+00)	(0.000000e+00 8.869598e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -9.690593e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.279         	(0.000000e+00 8.859732e-01 0.000000e+00)	(0.000000e+00 8.859732e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.004094e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.28          	(0.000000e+00 8.849516e-01 0.000000e+00)	(0.000000e+00 8.849516e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.039090e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.281         	(0.000000e+00 8.838950e-01 0.000000e+00)	(0.000000e+00 8.838950e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.074047e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.282         	(0.000000e+00 8.828035e-01 0.000000e+00)	(0.000000e+00 8.828035e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.108962e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.283         	(0.000000e+00 8.816771e-01 0.000000e+00)	(0.000000e+00 8.816771e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.143836e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.284         	(0.000000e+00 8.805159e-01 0.000000e+00)	(0.000000e+00 8.805159e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.178665e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.285         	(0.000000e+00 8.793198e-01 0.000000e+00)	(0.000000e+00 8.793198e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.213449e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.286         	(0.000000e+00 8.780890e-01 0.000000e+00)	(0.000000e+00 8.780890e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.248187e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.287         	(0.000000e+00 8.768235e-01 0.000000e+00)	(0.000000e+00 8.768235e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.282877e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.288         	(0.000000e+00 8.755233e-01 0.000000e+00)	(0.000000e+00 8.755233e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.317518e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.289         	(0.000000e+00 8.741885e-01 0.000000e+00)	(0.000000e+00 8.741885e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.352108e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.29          	(0.000000e+00 8.728191e-01 0.000000e+00)	(0.000000e+00 8.728191e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.386646e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
6.291         	(0.000000e+00 8.714152e-01 0.000000e+00)	(0.000000e+00 8.714152e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.421130e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
