# Motion State
# Angle Units : degrees
# Time        	centreOfRotation	centreOfMass	rotation	velocity	omega
2.76          	(0.000000e+00 -8.386838e-01 0.000000e+00)	(0.000000e+00 -8.386838e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.133165e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.761         	(0.000000e+00 -8.383539e-01 0.000000e+00)	(0.000000e+00 -8.383539e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.464323e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.762         	(0.000000e+00 -8.379909e-01 0.000000e+00)	(0.000000e+00 -8.379909e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.795357e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.763         	(0.000000e+00 -8.375948e-01 0.000000e+00)	(0.000000e+00 -8.375948e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.126254e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.764         	(0.000000e+00 -8.371657e-01 0.000000e+00)	(0.000000e+00 -8.371657e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.457001e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.765         	(0.000000e+00 -8.367034e-01 0.000000e+00)	(0.000000e+00 -8.367034e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.787586e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.766         	(0.000000e+00 -8.362082e-01 0.000000e+00)	(0.000000e+00 -8.362082e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.117994e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.767         	(0.000000e+00 -8.356798e-01 0.000000e+00)	(0.000000e+00 -8.356798e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.448214e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.768         	(0.000000e+00 -8.351185e-01 0.000000e+00)	(0.000000e+00 -8.351185e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.778231e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.769         	(0.000000e+00 -8.345242e-01 0.000000e+00)	(0.000000e+00 -8.345242e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.108034e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.77          	(0.000000e+00 -8.338969e-01 0.000000e+00)	(0.000000e+00 -8.338969e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.437608e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.771         	(0.000000e+00 -8.332367e-01 0.000000e+00)	(0.000000e+00 -8.332367e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.766941e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.772         	(0.000000e+00 -8.325436e-01 0.000000e+00)	(0.000000e+00 -8.325436e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.096020e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.773         	(0.000000e+00 -8.318175e-01 0.000000e+00)	(0.000000e+00 -8.318175e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.424832e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.774         	(0.000000e+00 -8.310586e-01 0.000000e+00)	(0.000000e+00 -8.310586e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.753364e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.775         	(0.000000e+00 -8.302669e-01 0.000000e+00)	(0.000000e+00 -8.302669e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 8.081602e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.776         	(0.000000e+00 -8.294423e-01 0.000000e+00)	(0.000000e+00 -8.294423e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 8.409535e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.777         	(0.000000e+00 -8.285850e-01 0.000000e+00)	(0.000000e+00 -8.285850e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 8.737148e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.778         	(0.000000e+00 -8.276949e-01 0.000000e+00)	(0.000000e+00 -8.276949e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 9.064430e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.779         	(0.000000e+00 -8.267721e-01 0.000000e+00)	(0.000000e+00 -8.267721e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 9.391366e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.78          	(0.000000e+00 -8.258166e-01 0.000000e+00)	(0.000000e+00 -8.258166e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 9.717945e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.781         	(0.000000e+00 -8.248285e-01 0.000000e+00)	(0.000000e+00 -8.248285e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.004415e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.782         	(0.000000e+00 -8.238078e-01 0.000000e+00)	(0.000000e+00 -8.238078e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.036998e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.783         	(0.000000e+00 -8.227546e-01 0.000000e+00)	(0.000000e+00 -8.227546e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.069540e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.784         	(0.000000e+00 -8.216688e-01 0.000000e+00)	(0.000000e+00 -8.216688e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.102042e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.785         	(0.000000e+00 -8.205505e-01 0.000000e+00)	(0.000000e+00 -8.205505e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.134502e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.786         	(0.000000e+00 -8.193998e-01 0.000000e+00)	(0.000000e+00 -8.193998e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.166918e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.787         	(0.000000e+00 -8.182167e-01 0.000000e+00)	(0.000000e+00 -8.182167e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.199289e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.788         	(0.000000e+00 -8.170012e-01 0.000000e+00)	(0.000000e+00 -8.170012e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.231615e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.789         	(0.000000e+00 -8.157535e-01 0.000000e+00)	(0.000000e+00 -8.157535e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.263893e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.79          	(0.000000e+00 -8.144735e-01 0.000000e+00)	(0.000000e+00 -8.144735e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.296122e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.791         	(0.000000e+00 -8.131612e-01 0.000000e+00)	(0.000000e+00 -8.131612e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.328301e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.792         	(0.000000e+00 -8.118169e-01 0.000000e+00)	(0.000000e+00 -8.118169e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.360429e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.793         	(0.000000e+00 -8.104404e-01 0.000000e+00)	(0.000000e+00 -8.104404e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.392505e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.794         	(0.000000e+00 -8.090319e-01 0.000000e+00)	(0.000000e+00 -8.090319e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.424527e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.795         	(0.000000e+00 -8.075914e-01 0.000000e+00)	(0.000000e+00 -8.075914e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.456494e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.796         	(0.000000e+00 -8.061189e-01 0.000000e+00)	(0.000000e+00 -8.061189e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.488405e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.797         	(0.000000e+00 -8.046146e-01 0.000000e+00)	(0.000000e+00 -8.046146e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.520259e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.798         	(0.000000e+00 -8.030785e-01 0.000000e+00)	(0.000000e+00 -8.030785e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.552053e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.799         	(0.000000e+00 -8.015105e-01 0.000000e+00)	(0.000000e+00 -8.015105e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.583788e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.8           	(0.000000e+00 -7.999109e-01 0.000000e+00)	(0.000000e+00 -7.999109e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.615461e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.801         	(0.000000e+00 -7.982796e-01 0.000000e+00)	(0.000000e+00 -7.982796e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.647072e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.802         	(0.000000e+00 -7.966168e-01 0.000000e+00)	(0.000000e+00 -7.966168e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.678619e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.803         	(0.000000e+00 -7.949224e-01 0.000000e+00)	(0.000000e+00 -7.949224e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.710101e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.804         	(0.000000e+00 -7.931966e-01 0.000000e+00)	(0.000000e+00 -7.931966e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.741517e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.805         	(0.000000e+00 -7.914394e-01 0.000000e+00)	(0.000000e+00 -7.914394e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.772865e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.806         	(0.000000e+00 -7.896509e-01 0.000000e+00)	(0.000000e+00 -7.896509e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.804144e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.807         	(0.000000e+00 -7.878312e-01 0.000000e+00)	(0.000000e+00 -7.878312e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.835354e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.808         	(0.000000e+00 -7.859803e-01 0.000000e+00)	(0.000000e+00 -7.859803e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.866492e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.809         	(0.000000e+00 -7.840982e-01 0.000000e+00)	(0.000000e+00 -7.840982e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.897558e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.81          	(0.000000e+00 -7.821852e-01 0.000000e+00)	(0.000000e+00 -7.821852e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.928550e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.811         	(0.000000e+00 -7.802412e-01 0.000000e+00)	(0.000000e+00 -7.802412e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.959467e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.812         	(0.000000e+00 -7.782663e-01 0.000000e+00)	(0.000000e+00 -7.782663e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.990308e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.813         	(0.000000e+00 -7.762606e-01 0.000000e+00)	(0.000000e+00 -7.762606e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.021072e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.814         	(0.000000e+00 -7.742242e-01 0.000000e+00)	(0.000000e+00 -7.742242e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.051757e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.815         	(0.000000e+00 -7.721571e-01 0.000000e+00)	(0.000000e+00 -7.721571e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.082362e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.816         	(0.000000e+00 -7.700595e-01 0.000000e+00)	(0.000000e+00 -7.700595e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.112887e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.817         	(0.000000e+00 -7.679314e-01 0.000000e+00)	(0.000000e+00 -7.679314e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.143329e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.818         	(0.000000e+00 -7.657729e-01 0.000000e+00)	(0.000000e+00 -7.657729e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.173688e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.819         	(0.000000e+00 -7.635841e-01 0.000000e+00)	(0.000000e+00 -7.635841e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.203962e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.82          	(0.000000e+00 -7.613650e-01 0.000000e+00)	(0.000000e+00 -7.613650e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.234150e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.821         	(0.000000e+00 -7.591158e-01 0.000000e+00)	(0.000000e+00 -7.591158e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.264251e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.822         	(0.000000e+00 -7.568365e-01 0.000000e+00)	(0.000000e+00 -7.568365e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.294264e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.823         	(0.000000e+00 -7.545273e-01 0.000000e+00)	(0.000000e+00 -7.545273e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.324188e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.824         	(0.000000e+00 -7.521882e-01 0.000000e+00)	(0.000000e+00 -7.521882e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.354021e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.825         	(0.000000e+00 -7.498193e-01 0.000000e+00)	(0.000000e+00 -7.498193e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.383763e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.826         	(0.000000e+00 -7.474207e-01 0.000000e+00)	(0.000000e+00 -7.474207e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.413411e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.827         	(0.000000e+00 -7.449925e-01 0.000000e+00)	(0.000000e+00 -7.449925e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.442965e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.828         	(0.000000e+00 -7.425348e-01 0.000000e+00)	(0.000000e+00 -7.425348e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.472424e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.829         	(0.000000e+00 -7.400477e-01 0.000000e+00)	(0.000000e+00 -7.400477e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.501787e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.83          	(0.000000e+00 -7.375313e-01 0.000000e+00)	(0.000000e+00 -7.375313e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.531052e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.831         	(0.000000e+00 -7.349857e-01 0.000000e+00)	(0.000000e+00 -7.349857e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.560218e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.832         	(0.000000e+00 -7.324109e-01 0.000000e+00)	(0.000000e+00 -7.324109e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.589285e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.833         	(0.000000e+00 -7.298072e-01 0.000000e+00)	(0.000000e+00 -7.298072e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.618250e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.834         	(0.000000e+00 -7.271745e-01 0.000000e+00)	(0.000000e+00 -7.271745e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.647113e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.835         	(0.000000e+00 -7.245130e-01 0.000000e+00)	(0.000000e+00 -7.245130e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.675873e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.836         	(0.000000e+00 -7.218228e-01 0.000000e+00)	(0.000000e+00 -7.218228e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.704528e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.837         	(0.000000e+00 -7.191040e-01 0.000000e+00)	(0.000000e+00 -7.191040e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.733077e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.838         	(0.000000e+00 -7.163567e-01 0.000000e+00)	(0.000000e+00 -7.163567e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.761520e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.839         	(0.000000e+00 -7.135810e-01 0.000000e+00)	(0.000000e+00 -7.135810e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.789855e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.84          	(0.000000e+00 -7.107770e-01 0.000000e+00)	(0.000000e+00 -7.107770e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.818081e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.841         	(0.000000e+00 -7.079449e-01 0.000000e+00)	(0.000000e+00 -7.079449e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.846196e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.842         	(0.000000e+00 -7.050847e-01 0.000000e+00)	(0.000000e+00 -7.050847e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.874201e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.843         	(0.000000e+00 -7.021966e-01 0.000000e+00)	(0.000000e+00 -7.021966e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.902093e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.844         	(0.000000e+00 -6.992806e-01 0.000000e+00)	(0.000000e+00 -6.992806e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.929872e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.845         	(0.000000e+00 -6.963369e-01 0.000000e+00)	(0.000000e+00 -6.963369e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.957536e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.846         	(0.000000e+00 -6.933656e-01 0.000000e+00)	(0.000000e+00 -6.933656e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.985084e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.847         	(0.000000e+00 -6.903668e-01 0.000000e+00)	(0.000000e+00 -6.903668e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.012516e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.848         	(0.000000e+00 -6.873406e-01 0.000000e+00)	(0.000000e+00 -6.873406e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.039829e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.849         	(0.000000e+00 -6.842872e-01 0.000000e+00)	(0.000000e+00 -6.842872e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.067024e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.85          	(0.000000e+00 -6.812066e-01 0.000000e+00)	(0.000000e+00 -6.812066e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.094099e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.851         	(0.000000e+00 -6.780990e-01 0.000000e+00)	(0.000000e+00 -6.780990e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.121053e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.852         	(0.000000e+00 -6.749646e-01 0.000000e+00)	(0.000000e+00 -6.749646e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.147884e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.853         	(0.000000e+00 -6.718033e-01 0.000000e+00)	(0.000000e+00 -6.718033e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.174593e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.854         	(0.000000e+00 -6.686154e-01 0.000000e+00)	(0.000000e+00 -6.686154e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.201177e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.855         	(0.000000e+00 -6.654010e-01 0.000000e+00)	(0.000000e+00 -6.654010e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.227636e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.856         	(0.000000e+00 -6.621602e-01 0.000000e+00)	(0.000000e+00 -6.621602e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.253968e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.857         	(0.000000e+00 -6.588931e-01 0.000000e+00)	(0.000000e+00 -6.588931e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.280173e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.858         	(0.000000e+00 -6.555999e-01 0.000000e+00)	(0.000000e+00 -6.555999e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.306250e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.859         	(0.000000e+00 -6.522807e-01 0.000000e+00)	(0.000000e+00 -6.522807e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.332197e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
2.86          	(0.000000e+00 -6.489356e-01 0.000000e+00)	(0.000000e+00 -6.489356e-01 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.358013e+00 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
